"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","3.12028819165783","3.9819052186532","4.13064573041117","4.55592487012773","3.88678075116901","3.7795144282641","3.2086197645394","4.1061062070098","2.97551466481945","2.67494393804472","2.76546702436309","2.54871778771461","3.69881543686087","2.50787212507065","2.53986392200067","1.27669449623881","1.02688305112785","1.05031531359656","1.13701376061315","1.11391654328913","1.14557440821615","1.13505150185599","1.14048115494463","1.10918927209997","1.1458122424878","1.16469465384945","1.14787018942419","1.03699085855404","0.946477866120424","1.01469224897717","1.02524557770951","1.00566960557114","1.01530522249671","1.0278104241643","1.10627218981245","1.0946461180409","1.09990284561951","1.11450397020709","1.15297238164347","","","","","","","","","","","",
"Australia","AUS","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","13809.1172392353","13732.0924890912","16643.9909724149","17350.8549431731","17047.5417671382","14570.6305584866","14578.6747251517","15933.0324780041","16115.8021258055","16708.2281441505","17709.6542793108","19897.7011429811","20855.650917051","22177.6960592401","23214.2072125371","21532.4628749277","23171.9345464054","24803.616582615","23317.7440105264","24918.4938136676","24675.8549620875","26529.2452399698","27955.0642891976","28160.3417050576","26055.9298319759","27911.6611766103","28165.8557460473","29325.7127187045","30260.9884423512","30548.017402574","31775.2267455806","35011.7540663061","36097.256116086","36531.5805022855","37047.0097124427","37813.7253371458","37175.962881159","38630.106323478","39062.8108512011","","","","","","","","","","","",
"Austria","AUT","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","2006.12294512964","1830.83577639746","1810.60013209372","1891.34716690194","1859.9743283292","1837.38230586261","1862.38351825996","1867.66429965415","1901.49413704678","1945.8750204332","1988.73589961281","2054.26613816349","2143.84403838515","2111.88955505642","2190.25817179053","2246.07411458736","2218.33124067713","2130.14689653489","2377.82628967534","2229.65474936631","2033.51673505731","2101.02164962862","2006.61373675281","2012.98422905688","1941.53972713315","2002.675238368","2043.94061553541","1978.97626104071","1961.16493163784","1966.54573040828","1957.29159770119","2002.62612153739","2003.61591762706","1974.63462415625","1875.46949731515","1857.72655385548","1926.4733859826","1989.16286211679","2036.92112451949","","","","","","","","","","","",
"Azerbaijan","AZE","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","2004.27063125031","2031.74840763381","2136.43975869516","2286.11327850681","2486.06557032274","2702.84153266287","2924.06632325184","3114.73763248021","3296.71793471337","3486.68043942479","3676.52340322099","3856.00644770208","4073.95095677537","4316.74049623508","4612.88405481788","4916.12213369436","5231.46096365978","5500.39338949761","5699.2870604718","5764.36986493988","5814.03579154092","5479.03110555667","5175.40133094099","4848.53494505717","4679.48136868937","4305.63315016717","3985.91361580376","3764.79205923447","3811.46312287804","4231.37155203819","4332.09279592255","4480.67660841577","4581.63078748822","4828.92427041185","4925.36215476833","5521.89287331739","6323.85862590023","7868.71216238201","9820.45272691725","","","","","","","","","","","",
"Burundi","BDI","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","563.59119093296","547.28891597221","560.927679930305","554.072355316262","558.670304733494","566.666546690198","566.334331548608","564.076711382917","581.337423936327","596.6265512666","613.921871955648","615.205828329883","636.82060127847","652.082692902927","673.247184845","679.062672713062","699.10240092106","715.462253450309","733.711355951828","754.347885194626","770.285381559795","781.203903767169","793.980180391595","823.870236881674","878.621227250136","914.001462600353","966.568495842289","992.858681153825","1019.33928225817","517.673615960807","535.19673743414","1102.8745452464","1124.63933837442","1146.44186091151","1168.92770474269","1191.50129260116","1213.72553081426","1235.06999061182","1258.77670353702","","","","","","","","","","","",
"Belgium","BEL","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","6176.38332349468","5669.19279626058","5595.99255310133","5674.57212694416","5612.93253348951","5480.21545281092","5437.21738895838","5476.46195985467","5178.99537399638","5086.27316056213","5079.19816729387","4997.81614879465","5013.02575984865","4755.49399358381","4815.81916308801","4918.72371399265","4532.19910487785","4033.32052839251","3110.47505959204","2975.15817040489","2693.57717726163","2632.14359428209","2350.80197419654","2340.2813543134","2138.88866682327","2102.80115790921","1958.13202128767","1824.03308841633","1694.00821230273","1654.64259291932","1653.24012723287","1560.68923795984","1399.30931667525","1296.71813010776","1298.94462475698","1243.24223100173","1292.5263025401","1323.43811764957","1399.07531883591","","","","","","","","","","","",
"Benin","BEN","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","585.752018111322","586.392599644822","587.779714981474","587.911410479736","590.475815542343","598.071688884454","604.314506715061","606.329444419222","612.219473836765","614.066646429707","613.868992792266","627.002993325649","635.49332641499","639.322192420744","644.548599070089","665.540628648876","677.196041154923","685.387524770572","692.813193919019","703.847064024873","711.482585961475","722.520779971679","729.583559051317","742.907959780921","762.717834070462","775.091611846356","686.066328943066","679.612553709708","687.086585713799","787.04105308251","817.278841161518","841.661208784028","858.519223677602","866.807549317346","880.651578781525","898.168335317026","917.934116069322","934.926538032287","950.476141032618","","","","","","","","","","","",
"Burkina Faso","BFA","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","954.763670151916","973.626170979345","983.436489907165","1003.99087907799","1009.25069741629","1027.06151293625","1024.94482480345","1046.06133240005","1059.95500758836","1067.36225647877","1096.50307525844","1116.04552041263","1111.27070893752","1140.16005699999","1179.6363195476","1190.73541887806","1210.82967062854","1242.29657126954","1264.71538523502","1292.9553900809","1333.88221453748","1363.06487995901","1411.6976536439","1459.64199356714","1525.79340857478","1564.49912246362","1595.5615958925","1628.08925866812","1664.31153556046","808.570573557225","821.46431197189","1495.73073627904","1419.74757427905","1462.70910136038","1621.65612330151","1932.91112191127","2169.6399178909","2445.42581097388","2703.07493958907","","","","","","","","","","","",
"Bangladesh","BGD","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","3194.16435166807","3196.67165079821","3315.89227084133","3458.59278027514","3470.82692879296","3562.73137143097","3637.80048643105","3785.11837077638","3908.68685228722","4007.37587288931","4089.11405136074","4158.19653371957","4357.77850073039","4443.48368176366","4599.31515848277","4780.72030229951","4973.47902374464","5173.99983335176","5418.93429706837","5633.93538398159","5770.21102550538","5873.62124017312","6049.89808586782","6261.80897721957","6402.70405947781","6667.07625657772","6892.1001165539","6954.63384925499","7184.89795811237","7571.12536318691","7928.32091629452","8296.88897358947","8584.8716775951","8961.05419463186","9243.53865186822","9668.74022913259","10357.6012229638","10746.3187543328","11284.374558953","","","","","","","","","","","",
"Bulgaria","BGR","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","1292.78720106538","1290.87196729358","1285.30244837275","1349.67470153154","1251.93146259896","1344.18892820789","1267.46384000481","1271.53033525412","1316.76208775954","1393.63125850151","1454.12353598528","1556.61981575699","1620.95033177345","1612.7030461553","1614.27670925183","1560.05715526308","1672.33125265974","1705.95170188535","1471.3854734923","1471.85322192753","1316.639731709","1014.60393433244","1167.17907939033","1163.05747165208","1121.68467824468","1162.82657049308","1227.65671313404","1211.70375631675","1297.64288669419","1192.04190865811","1279.9472480595","1279.65500949224","1396.16937357291","1479.94016599733","1477.52051891959","1442.89437380356","1520.83819859697","1530.13570249637","1528.09040799038","","","","","","","","","","","",
"Bahrain","BHR","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","745.682716865227","745.976010795807","765.323618557861","906.573476712132","1017.80002965687","965.129245136173","1019.96258418776","1145.10715208358","1169.04252182801","1243.54214703318","1250.85775448692","1341.51794709624","1282.06011553721","1282.36176937184","1361.64172271928","1531.38652785297","1463.61372914125","1465.60905240687","1525.13864001905","1592.96286671655","1622.10266654314","1459.91461357619","1611.25316441371","1737.76212603017","1739.7938469285","1746.23406884279","1820.39121689731","1886.54141502372","2000.57835079522","2027.34210349747","2066.94188147469","2129.47335470819","2223.86315708389","2288.67159733076","2347.08829403369","2468.37909318013","2630.30863264336","2787.05682942301","2942.61280105572","","","","","","","","","","","",
"Bahamas, The","BHS","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","27.7024833543047","31.0697558422327","32.7728273299232","35.7957824129801","30.6486591748632","31.5425266467094","27.6677560641999","37.4287085425383","28.6296847989138","27.0857950919506","28.0244343193656","31.0393559009149","28.7628398569483","25.3705400165278","23.0287113925472","12.6598661513498","10.5930235327093","10.7804765918174","10.9302434832134","11.9129414884491","12.1231187889087","11.5983218005164","10.428366229055","10.3439680368159","10.9776764875071","11.6124520420198","12.5865256145339","11.4454719477197","9.52888766202614","9.52440096595748","8.58076186315611","8.6134276148674","8.50642626168795","8.98104748568676","9.51214844745152","9.31954931334875","9.64218685579751","9.78717437887343","10.1261331616969","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","1322.65819551873","1322.568388088","1351.3686944037","1341.30882977969","1456.39518302151","1274.71645607299","1274.47530547923","1311.10313168511","1394.23184464438","1476.13481639076","1681.06338708966","1870.88921480477","2220.10406901551","2543.09958690754","2595.30182846188","2684.69844879316","2613.1506291751","2635.36326640937","2426.66220163576","2553.47962321314","2758.6158830468","2479.95412215492","2132.78749463339","1861.80888457433","394.629888917388","403.158188896172","378.439650154655","778.724830095978","942.037227885029","914.615164872749","943.224149415925","951.639847069636","987.880791012971","1136.8003904653","1167.71876155921","1204.44166812697","1304.62865042028","1358.63342981243","1452.44273804258","","","","","","","","","","","",
"Belarus","BLR","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","466.575253456131","467.577973582791","482.752789340036","511.360345722435","536.009017916308","560.118070527163","581.700770382724","598.385125974865","618.903729591787","580.005394337512","591.150901842625","592.898702303438","591.523279238984","591.038978176932","590.309168886484","594.226684109549","589.055977179689","587.802840079846","732.376723907572","779.58416999214","1125.495988286","1011.81900682964","1034.27388364627","1023.38197480931","1002.82696263829","961.741383307625","984.547172998599","869.853364340027","893.883781052068","843.174453112434","933.167036478153","947.669360920407","941.053503689179","918.163980960626","898.230390004374","954.896459286676","991.532384123354","1029.87610562915","1077.0990684887","","","","","","","","","","","",
"Belize","BLZ","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","14.7064420724361","14.3526367099334","15.2085714636865","15.7737370182076","16.521120295481","16.3035895180676","14.6686807361565","18.4793761531506","19.8975684312895","18.6378255706624","19.1147505568851","18.8728315068216","20.0282602012957","22.7156650778741","22.8284767153791","21.4577042520652","20.4397058357776","19.9343829880625","19.2750258417941","20.9446790309887","22.6202741702673","23.444654119421","22.9972081282978","23.497096324288","23.8669739091802","22.644032499448","24.5887221003985","24.1953734613102","24.2670924762379","24.6344487635083","24.1788540922175","24.166748959971","25.257961960043","24.4417584042943","25.1730397828209","25.1675526872109","25.5218841603771","25.6154192484644","25.9722019037182","","","","","","","","","","","",
"Bermuda","BMU","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","3.81070591833072","3.81046669788263","4.30946774095557","4.95276576021131","4.15975627561421","4.41876565244198","3.63796943235456","5.08533757401027","3.66889670879195","3.39704020677642","3.74422173359435","3.76416218822421","4.29079345348403","5.15902963466826","4.6241820249285","2.19569809342216","1.61815187258433","1.66678461258094","2.10029809186787","2.55047966017652","1.82036326864005","1.59933901157508","1.29288484795392","1.31077799140111","1.32381066680579","1.32696601181949","1.33001365722514","1.03433174160046","0.957736517126491","1.03213883148589","1.16497401880715","1.14295977492447","1.15789176197437","1.16882671978063","1.27520485223626","1.23001046827513","1.24506892712242","1.06968474754665","1.11264867281402","","","","","","","","","","","",
"Bolivia","BOL","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","641.29374517585","1078.07108839882","1736.5730834603","1907.82775071492","1850.07107950532","1952.0878957187","2115.17146885786","1982.61644186553","2162.36739833658","2014.73655924824","2111.05220909665","2235.68379888039","2283.53680014151","2315.63353293782","2340.84968959137","2380.49612500716","2347.74296143005","2361.32702841608","2520.51112300788","2738.69525578057","2781.43095276894","2897.26390294796","3062.03919478981","3571.19980280665","4084.2767030609","3197.00407501931","3136.58748087855","3418.4948100678","2974.41369754785","2895.40845391558","3174.90930457718","3598.75685821182","4360.89980209101","4764.6259370016","6459.47458849579","7204.47366897748","7780.13154114546","8483.47959152565","9370.73744460668","","","","","","","","","","","",
"Brazil","BRA","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","15707.267522741","15426.4856196964","16388.3954310016","16613.5408914152","18587.5552858383","20205.012419396","18942.4967774479","18810.4841157182","19150.0805544027","20933.9877840021","22402.6291448225","21689.61949784","21726.821482525","23611.0753934942","27556.9395355233","28121.0079587011","28343.4994373147","27404.9906995084","28248.5117623415","29433.5474947123","25043.4038232888","23301.227935073","22212.8858135075","22876.6991704645","23445.134146019","22665.1699993383","22525.7126607467","23066.2902239975","23236.1748724905","25353.9360024615","27755.6121407601","27829.532836519","30037.1097583836","33336.9778630519","36585.9110554023","38051.1396834486","38150.4171859329","39316.9388896301","41388.1750889874","","","","","","","","","","","",
"Barbados","BRB","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","7.94064259849366","8.16264610519795","10.618014235537","13.2300492865108","13.9082069127127","12.7853649368905","11.9071427763865","13.6655140926635","12.5924967585437","12.1524069537192","13.475015204881","12.8417150566587","13.0300706741448","14.4193354243752","15.1223991945421","13.0904996999778","12.0330413898175","11.5306301426923","12.6320926048205","13.1300339160103","14.6486345456685","12.7339915139586","11.7901461229008","12.7757060574041","12.2681772275107","13.1940509335246","10.6788195998706","9.46198897903225","12.8017177862885","15.5059704276579","13.4163882693187","11.6621305051165","10.7142353134982","9.9756625946367","10.18615843424","10.1819268198383","8.9525273970373","8.91188573734892","8.70681659365782","","","","","","","","","","","",
"Brunei Darussalam","BRN","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","1144.5639210909","1073.90157165588","1401.22576843408","2016.19508527008","2375.35222315906","2654.63518641785","3288.12951296526","3503.40520689058","3487.86784970889","3390.12983120077","3869.79624742388","3138.06614867404","3231.58948807594","3288.70061912591","2986.1067796085","2930.5393269786","2826.06911432385","2928.9053853698","2881.69505708838","2924.83270260694","3019.93859721716","3232.20386793448","3314.4820083325","3259.13533538355","3360.79990719511","3590.76106215237","3557.55986828977","3567.86171311312","3417.36285335185","3610.30357283176","3788.5797575032","3903.05625192193","3860.02370041978","4103.24108113532","4009.26465967492","3946.00850180324","4369.38332703781","4223.13759051593","4539.34412492316","","","","","","","","","","","",
"Bhutan","BTN","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","239.774539909938","242.221036301077","243.747341866423","249.667393727437","254.688318192418","250.640705518291","250.902510766778","256.200479963235","269.885109357503","277.581210789389","283.407431122183","283.648441705817","286.369320537976","287.545414833776","289.56704463861","293.696408363747","294.899911458952","292.23788563513","299.716429320071","304.646644478531","309.523688540651","313.196913312321","618.129742669389","613.968738099892","598.703407373861","522.993968858121","531.462424365875","431.514074067748","403.710857335054","395.30803900363","388.671269053622","388.827586468772","397.408394411793","402.475119878846","411.231595734957","418.253846964192","423.692327245361","431.757880327717","438.599828788635","","","","","","","","","","","",
"Botswana","BWA","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","136.994252965965","136.945736790805","133.879284541409","135.603557125084","132.560187111806","151.407391774232","167.564375882898","186.236726886973","198.284454797197","209.541615482976","143.964515973616","211.039330056749","223.232980480545","223.3788500636","225.256833867797","239.843674856764","260.895621176781","263.339702260499","303.168610760048","323.03125398254","367.987667887639","382.380301933051","406.667511399789","408.449072061616","436.159462332217","443.537435522899","403.869824554572","410.851657928604","471.087107679827","472.194533430966","451.399366986805","438.398023567478","459.887321288174","425.759620314635","457.524876944216","477.35937398025","457.812748602047","444.307148848651","455.611732176005","","","","","","","","","","","",
"Central African Republic","CAF","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","188.606053951867","192.340329252075","196.429063425565","203.919037966629","213.129317537277","216.734989539701","221.401881762902","226.167118698962","231.422071797411","236.949662380179","242.779840530227","248.303574242991","254.096080094441","260.172702824563","274.123987282806","279.88290488948","286.83417824822","292.179614607718","294.015803223665","288.214630166499","287.057007836268","290.181946546946","303.636239690064","305.15143687853","297.538975670259","300.208678591775","271.936565256015","288.429550369387","289.186956122326","207.221421150868","208.422536294634","209.143698159684","246.161255086264","284.951586945618","343.141066655621","400.932036489711","458.962532020538","521.222633548332","528.010882493423","","","","","","","","","","","",
"Canada","CAN","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","0","28193.90123939","27931.9005631283","28514.714779479","29219.5518053466","26749.7603432995","24033.3748503554","22991.5850657919","22944.4640289056","23605.9181429771","25570.992520611","25759.4789238435","24726.4783967807","24819.1193611635","25358.2517556726","30147.6548254085","32439.1192007053","31904.9199455884","32536.1521391005","35132.8520882157","33898.1661056391","33296.0524866521","34972.6294255045","37738.6600923084","39336.2699453954","41173.744064612","43491.9616786728","45239.8328974928","47450.7543837551","46783.5541042091","46824.8278897548","48522.818053692","49320.5702905487","48447.4787995785","48466.450634022","49042.3608558291","47915.9297646828","47768.1026591836","46748.2884987873","45411.3730586002","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.METH.EG.KT.CE","","","","","","","","","","","104544.670130333","106809.003963923","109387.495905915","112753.105422339","115956.267593934","120392.330579856","125065.162379839","128170.08182134","131619.025743932","134990.073343918","130476.963783932","117538.744375757","127981.657452401","150040.544448809","141954.869686352","143118.006849121","140694.613943511","141541.173773835","140113.795885954","130330.16702556","110907.879789449","105096.833555803","100918.340080995","88534.9689573477","89639.7466092617","87976.4744229553","85756.6950972711","83070.138437781","73756.0089502461","69948.974552003","78200.8400022677","78018.2357158404","77448.1919513316","77723.5917494285","76059.0564838334","75438.6634385528","75717.027237502","72872.6322933705","71321.1053260354","","","","","","","","","","","",
